first_purchase_date,user_id,purchase_id,venue_id,product_line
31.03.20,4272560,46247r6422r5907,739171l8588,Restaurant
28.03.20,2176566,69096g8863q5268,683540m4206,Restaurant
09.04.20,1347204,80531k6107j4974,717520w3887,Restaurant
09.04.20,6303328,29520m6270w1921,241686j4263,Restaurant
13.04.20,2545109,70496w6489l4649,383217b8485,Restaurant
13.04.20,3076088,38588z7912a8148,591023u5184,Restaurant
31.03.20,5801442,54164o3591h1620,908443l6419,Restaurant
17.04.20,2079198,88972j2993b3595,720683y1047,Restaurant
13.04.20,2865990,69410j3464f9095,548502s8496,Restaurant
17.04.20,4085472,20007u9149h5293,120772q9252,Restaurant
18.04.20,8393747,17925v1037c5042,832121u9629,Restaurant
02.04.20,3223191,68009e4704v7824,957767l8079,Retail store
13.03.20,6400437,99528d7277f4742,174400s2993,Restaurant
26.03.20,3618163,54360x7299h3065,640922s3841,Restaurant
12.03.20,4146467,19147t8158y9738,887126u6437,Restaurant
23.03.20,5972565,43802g4673k8504,937226z4061,Restaurant
23.03.20,5690060,25939w1544v5559,238913y4112,Restaurant
15.03.20,6723056,89073x9046t7991,422097y9840,Restaurant
19.03.20,5997135,40176k7464z5736,606780k2011,Restaurant
19.03.20,3070109,88026j6030f6164,592352n5009,Restaurant
21.03.20,2713428,33577k8065t8911,192976e3251,Restaurant
01.04.20,4148182,42087a6186i7493,509910z3297,Restaurant
18.04.20,1640019,81393b8425s8226,121652c6967,Restaurant
24.03.20,5191633,82557t9245m5643,812416p8178,Restaurant
20.03.20,2704320,73832l8092v3147,473336y6059,Restaurant
23.03.20,7102033,39110a3406q9572,839496c6717,Restaurant
14.03.20,8834697,13088j5437o9872,414379v8013,Restaurant
07.04.20,1896939,42236w9831l7610,371153l1480,Restaurant
23.03.20,8782049,38275p1433o7929,716734h8024,Restaurant
02.04.20,4491181,81888j2577j5067,238913y4112,Restaurant
14.04.20,6305484,95372b2964q8196,510808j4325,Restaurant
26.03.20,8236941,13674f1850j4378,971791d9866,Restaurant
18.04.20,8603484,96303o1916o1858,238913y4112,Restaurant
21.03.20,1625062,45134o1971g2431,719549g9782,Restaurant
15.04.20,9145918,15527p4992b6019,855407s8164,Restaurant
21.03.20,4783919,16888g3982x9629,248706j3783,Restaurant
18.03.20,6553196,40872b1192m8980,248706j3783,Restaurant
13.03.20,1735137,14633n5252w5737,828999h3063,Restaurant
22.03.20,1827345,57407b4889d1729,852238i1926,Restaurant
26.03.20,1503888,62513n6154q2523,802629o1712,Restaurant
16.03.20,7522602,77928m9776d3364,321452q1122,Restaurant
27.03.20,6797173,88048g5538n9891,238913y4112,Restaurant
10.04.20,9828732,75602h1368w6543,562128b3990,Restaurant
02.04.20,3830303,18918p7442p9942,821380f7138,Restaurant
22.03.20,8488833,24015v5948h2176,568385k1836,Restaurant
12.03.20,9212882,77947q7386i5867,241686j4263,Restaurant
02.04.20,8999991,84760s9683q3260,961434u2055,Restaurant
02.04.20,5545159,19915o3529n2336,157124b4791,Restaurant
15.03.20,3258704,14345r8477v9518,940726t9955,Restaurant
28.03.20,3789907,94808p1635e6566,961434u2055,Restaurant
24.03.20,6187010,80528m3812w2376,827675z8057,Restaurant
05.04.20,4857030,31758o1415r6938,646688v5589,Restaurant
31.03.20,3490645,19575i1604h6055,788378u1174,Restaurant
07.04.20,8755993,41556w2184u1746,791858i5563,Restaurant
20.03.20,5517425,22160g7300k5715,163497n4243,Restaurant
18.03.20,7122535,15263s7143l3319,270980w2232,Restaurant
05.04.20,9646039,67603s1497p6548,548502s8496,Restaurant
16.03.20,8750403,61810v6045v1511,414379v8013,Restaurant
14.03.20,4640044,88399t7157y2327,908443l6419,Restaurant
24.03.20,2670822,76666z7251x7850,617525n8737,Restaurant
16.04.20,8365723,46863z7952e9372,599708f1819,Restaurant
24.03.20,3873528,45288t4382q8794,984067m6036,Restaurant
01.04.20,5246296,27667t7203s7431,337832v1103,Restaurant
20.04.20,4114705,42741c5749e9228,640922s3841,Restaurant
30.03.20,8685972,68812u5223s1161,192976e3251,Restaurant
04.04.20,2637018,41614o2222h8517,401602g1710,Restaurant
15.04.20,5371895,86991s9624g4304,680523t1092,Restaurant
13.04.20,3868642,78141t3216w9562,929750i1407,Restaurant
10.04.20,7020895,10966o3217c3121,588781f4486,Restaurant
15.03.20,7525426,64821o8378c7161,120772q9252,Restaurant
06.04.20,2783718,26472f2640v5729,683540m4206,Restaurant
17.04.20,1590710,20912d6296z7262,659198c9314,Restaurant
04.04.20,1758521,36732l2794v2584,657961w6454,Restaurant
05.04.20,6689001,66866u8467s2135,190031r6061,Restaurant
08.04.20,3021796,18781w7537k5943,606780k2011,Restaurant
19.04.20,1672980,88867y7570e1523,929750i1407,Restaurant
14.04.20,1841978,84807n1346b5281,888156o7638,Restaurant
25.03.20,3760815,39005q4902e5771,238913y4112,Restaurant
13.04.20,4910827,41098m9355u7084,723480t3995,Restaurant
09.04.20,2707538,57614p2190y4734,683540m4206,Restaurant
17.04.20,3929132,35797m8280i4268,729336c9300,Restaurant
27.03.20,6499135,95530u7649j8982,702471y9270,Restaurant
09.04.20,4381675,74578j6517j3933,504786y7238,Restaurant
02.04.20,2181398,48523l8924o8925,241686j4263,Restaurant
29.03.20,8421212,54343v2985l4799,707299w4167,Restaurant
20.03.20,6240294,86659s3205o1752,711128b6805,Restaurant
19.03.20,6451024,17274m6225i8304,859209n3785,Restaurant
21.03.20,8906885,99315b5669e8372,703975j9801,Restaurant
17.04.20,8978706,36898w9204t4646,876157e8275,Restaurant
04.04.20,7273845,67300k1412x3565,276937l2287,Restaurant
25.03.20,1334525,25964b9886r6576,892361n8777,Restaurant
02.04.20,9560166,18427c9399d6331,367972u6369,Restaurant
27.03.20,7457814,55271m1716w2968,859209n3785,Restaurant
27.03.20,7899153,50777j2972o6270,371242d7612,Restaurant
02.04.20,6364636,42596p3828r9548,143943f1641,Restaurant
13.04.20,1348965,95838n4942z1333,791858i5563,Restaurant
20.04.20,2545514,95600k5967d1265,103690x9634,Restaurant
24.03.20,4097834,99325t6978t6576,840411x8287,Restaurant
18.03.20,2641615,86276t6274z3196,659198c9314,Restaurant
15.03.20,5837472,92773g3930q7369,259816a5385,Restaurant
15.03.20,2244571,88771g4467p1364,908443l6419,Restaurant
12.04.20,2006986,58860g9669m6024,414379v8013,Restaurant
26.03.20,4293327,21719e8434a8508,589769r2908,Restaurant
25.03.20,9042327,15321h2472u4990,238913y4112,Restaurant
30.03.20,4857207,97780q3872y3306,676365h9785,Restaurant
12.04.20,7475134,38544q1749i6144,148701k2153,Restaurant
13.03.20,7992882,63024d4334y4177,553951h9837,Restaurant
06.04.20,8411992,10411j2336n2866,929750i1407,Restaurant
17.04.20,8241418,75650c6228z7427,702471y9270,Restaurant
19.04.20,6445433,79560t6287l4099,259816a5385,Restaurant
17.04.20,6823582,22824x6922a9349,629219e4956,Restaurant
03.04.20,8809197,66119a5582t2859,690429k1728,Restaurant
01.04.20,2454753,85796l2111o4400,156542m5125,Retail store
12.03.20,2097318,17265s7877x2846,561473u7086,Restaurant
03.04.20,4322435,50101t8148c5398,729336c9300,Restaurant
04.04.20,1572884,72463d2241y5696,772851n4257,Restaurant
20.03.20,7793434,54491r2264n6348,222595z5910,Restaurant
25.03.20,6480419,61196a9425w6921,876157e8275,Restaurant
10.04.20,2705962,43922e9676v8275,513275x9828,Restaurant
11.04.20,8055875,53519u7427w5429,861685a4773,Restaurant
21.04.20,5257169,71567i1221u8371,774388q6254,Restaurant
23.03.20,1616481,38005x5087r7730,520223k7790,Restaurant
24.03.20,5502534,99742h8032h4166,973315e5380,Restaurant
05.04.20,6699953,93035m9568w5773,190031r6061,Restaurant
19.03.20,5370539,90763z2317b7115,529621g7943,Restaurant
21.04.20,7666782,43531j6481j2745,840411x8287,Restaurant
13.03.20,9773132,44022v9732w1056,321452q1122,Restaurant
21.03.20,6125680,17662m1963r2575,562128b3990,Restaurant
08.04.20,7993496,12747u8593p6250,561961r7410,Restaurant
18.03.20,3410098,52258j6295p7806,254160u1961,Restaurant
20.04.20,1016127,56191y1841p3390,337832v1103,Restaurant
31.03.20,8147382,82636x8781k4936,156542m5125,Retail store
15.04.20,1614540,78796y7833z1939,481877z1569,Restaurant
04.04.20,3167712,18636q2218b8320,190031r6061,Restaurant
15.04.20,1128601,23426p1540r1512,725392g2580,Restaurant
22.03.20,8981512,20852h1709x9006,874367d6692,Restaurant
19.04.20,7175094,41237f4841g8260,531480v8507,Restaurant
13.03.20,9043285,46347f6830i9986,231630t2321,Restaurant
15.03.20,9556591,19106w2301q7738,485196q7880,Restaurant
29.03.20,3170510,74859x2225v7015,175859y9526,Restaurant
25.03.20,4466601,18494n4503r6973,713226a7656,Restaurant
14.03.20,6725989,81252w8482l1502,674619r2404,Restaurant
10.04.20,6037282,34905y1173l6647,534272g4725,Restaurant
17.03.20,3487038,87276w1426e5752,888156o7638,Restaurant
05.04.20,8239803,59157h4242r9065,998761w5416,Restaurant
15.03.20,5336694,60921l8319g6501,843262c5356,Restaurant
25.03.20,2937466,25868b8912j4747,192976e3251,Restaurant
11.04.20,3595241,47267f9531n7280,707299w4167,Restaurant
05.04.20,7935439,45414k2120m6152,238913y4112,Restaurant
31.03.20,4328250,26585c3151s6225,510808j4325,Restaurant
08.04.20,4258396,76674t8198d3041,884139t4798,Restaurant
12.03.20,1575545,83808a7653b2472,383217b8485,Restaurant
12.03.20,9871010,76977q5073u4162,118775p4438,Restaurant
19.04.20,6394066,70117p2966m5146,659198c9314,Restaurant
21.04.20,7450011,55237m3213a8979,843262c5356,Restaurant
26.03.20,1630987,47645b6158d8469,444203c5685,Restaurant
19.04.20,2746631,90823u2518o1133,241686j4263,Restaurant
08.04.20,8209573,88925r3525d5374,408477q5636,Restaurant
19.03.20,3066032,67948v3838m9396,242506i9800,Restaurant
07.04.20,9735166,90312w8958z1903,561961r7410,Restaurant
14.03.20,1478310,90699p3131b2518,548502s8496,Restaurant
14.03.20,8407744,81164s8082l3448,192976e3251,Restaurant
12.04.20,8894326,80646o6268q7643,103690x9634,Restaurant
16.03.20,2290912,17176n6014k9912,723480t3995,Restaurant
13.04.20,4946304,40580v3587y2633,802181g7135,Restaurant
22.03.20,8683194,43330a7327j2950,227319x5724,Restaurant
14.03.20,7338869,77845s7105a6726,868993f9874,Restaurant
25.03.20,8318466,36582k5511v1891,510808j4325,Restaurant
22.03.20,3368047,54793j1074e1462,120772q9252,Restaurant
16.03.20,5471516,27363w9145z5446,495783z1243,Restaurant
24.03.20,7331104,54696i1067d1547,561473u7086,Restaurant
27.03.20,3800524,49815o4600z9467,740780z8574,Restaurant
26.03.20,9356660,95297g8280v1010,592304y9343,Restaurant
22.03.20,4021966,84916a7773d1545,929750i1407,Restaurant
16.03.20,1436286,23236r6035z1180,189914l6064,Restaurant
21.04.20,7845469,73956j2371k7651,839496c6717,Restaurant
03.04.20,4811048,37173c5265u7047,606780k2011,Restaurant
06.04.20,4764749,32521q8351i4666,190031r6061,Restaurant
14.03.20,3434491,50806a2327l1374,164835q7890,Restaurant
26.03.20,1016874,92550l6985o3806,414379v8013,Restaurant
11.04.20,1345189,36676p8471i9337,211820w2916,Restaurant
16.04.20,7830894,26302j8594t7388,787033h9873,Restaurant
30.03.20,8065157,68217x6060y6649,414379v8013,Restaurant
06.04.20,2526719,82086h3957v5110,552139h7706,Restaurant
10.04.20,5056192,98450d7201l9422,232664z5482,Restaurant
17.04.20,5806092,75715p4055w8132,270980w2232,Restaurant
21.03.20,4503060,37298f6467o4481,484550l3130,Restaurant
18.03.20,7935745,86001x2526r6707,391408w1383,Restaurant
22.03.20,6247780,56272t6740d6854,972108c7453,Restaurant
22.03.20,5832583,14910l4320v5059,489357g7300,Restaurant
21.03.20,7289345,86514m3211f3203,429843x1374,Restaurant
02.04.20,2217576,89689v9138g7985,386997k3905,Restaurant
22.03.20,8680005,61786u7387k6202,302553d6496,Restaurant
26.03.20,2902700,91044c9721c6842,211579o4461,Restaurant
30.03.20,1719533,14723z7681m7614,642067n4336,Restaurant
09.04.20,4638140,95414t9823d8529,238913y4112,Restaurant
22.03.20,2763801,69349o9767r2323,174400s2993,Restaurant
29.03.20,5883309,45898h9624p3368,259816a5385,Restaurant
16.03.20,6303033,77187g3573e1164,691825s1703,Restaurant
31.03.20,6472843,85247o7149g5945,109391h2356,Restaurant
08.04.20,2142429,12723k7833r2481,599174z9075,Restaurant
22.03.20,6469574,58510w3195s3611,690588g1151,Restaurant
16.03.20,9703409,90888u7187g4622,259816a5385,Restaurant
20.03.20,7072627,53753z8964y8162,259816a5385,Restaurant
31.03.20,8546041,63394p2375w7972,659198c9314,Restaurant
05.04.20,5885854,39235r3700j7479,703975j9801,Restaurant
12.03.20,3611776,12267j1805t6673,270980w2232,Restaurant
01.04.20,8773744,17434l3348c8321,757678o8521,Restaurant
09.04.20,6587110,56558h2212p5767,109391h2356,Restaurant
08.04.20,4361032,75749f7384l2278,552139h7706,Restaurant
11.04.20,6044416,59043f1955u5324,163106u7195,Restaurant
09.04.20,4807359,67717o4576n3790,884139t4798,Restaurant
18.03.20,2663272,68121b9248q9071,428836a5910,Restaurant
11.04.20,8482725,70442k6157n1395,414099g1879,Restaurant
18.03.20,9249668,31166l4816f6824,764739t9361,Restaurant
14.03.20,2822246,92555s5718h6224,475177a9562,Restaurant
22.03.20,3361336,27784c2503l8175,120772q9252,Restaurant
12.04.20,5942722,52299x4875u6990,548502s8496,Restaurant
13.04.20,9761049,99113g8009u8395,387302p9794,Restaurant
09.04.20,1625799,77366f5606s8751,914004u5910,Restaurant
15.03.20,8506210,73432s7303f5219,259816a5385,Restaurant
18.04.20,2440178,96203y2169w5486,369543s5546,Restaurant
24.03.20,6795103,14374t2590r5934,387302p9794,Restaurant
29.03.20,1034476,28314a8410k3663,305414u7295,Restaurant
05.04.20,4032983,27207r1321p2800,414379v8013,Restaurant
26.03.20,7852977,24864v7127d1907,847068j9672,Restaurant
21.04.20,5922680,84171l6521o8246,340200u6369,Restaurant
17.04.20,4482892,57781p8507q8793,232413d3220,Restaurant
21.03.20,8891072,24593o3902t3908,531480v8507,Restaurant
27.03.20,9524836,44187e5702x5488,977497f1053,Restaurant
18.04.20,5387789,78366b4816w1342,211820w2916,Restaurant
14.03.20,2331771,73662s2552q9061,764839q6367,Restaurant
09.04.20,8261744,39087i6685m6860,232664z5482,Restaurant
15.04.20,8001294,79492u4097g2275,843262c5356,Restaurant
11.04.20,3398808,85689t9712b9355,725392g2580,Restaurant
22.03.20,3254299,98529o5663d9102,791858i5563,Restaurant
18.03.20,4230334,95043s8916c8229,684992m3168,Restaurant
14.04.20,5181281,51820g3085o1634,192976e3251,Restaurant
10.04.20,7417696,42711j8145i4195,393075i3973,Restaurant
12.04.20,1455477,31491e4456x2238,509910z3297,Restaurant
06.04.20,4124694,92499j2039a9697,785647v4946,Restaurant
18.04.20,3803320,73298l6932k7335,340200u6369,Restaurant
02.04.20,4939287,10122w4602i8085,350767s4337,Restaurant
18.04.20,6277489,63130d2227n6549,606780k2011,Restaurant
17.04.20,7883367,82377m2852l4897,876157e8275,Restaurant
26.03.20,7321424,82637w6691o1708,192976e3251,Restaurant
30.03.20,3634334,51346t8372r1107,557988g5336,Restaurant
07.04.20,4936464,58244n9100y8968,561473u7086,Restaurant
09.04.20,3260668,80419a9982z8150,829106k1215,Restaurant
19.03.20,4157654,16382b2584v7736,948866s4759,Restaurant
17.04.20,6730603,45124s1676m3090,774501m2369,Restaurant
14.04.20,9726570,71288n8280a3653,915732m9807,Restaurant
09.04.20,7001044,81703p7421h6328,340200u6369,Restaurant
14.04.20,6915079,43584y5139h9557,189914l6064,Restaurant
14.03.20,1353980,51942t2572w8063,887126u6437,Restaurant
13.04.20,5404934,10923m9460s8570,868993f9874,Restaurant
22.03.20,8243718,31830c6235h9141,683540m4206,Restaurant
25.03.20,2871573,63006x9766n7254,274104a2051,Restaurant
20.03.20,7616413,41428r7706d7950,414379v8013,Restaurant
24.03.20,8934468,45019r2859k3480,148701k2153,Restaurant
04.04.20,9794012,35958s7634w4639,591023u5184,Restaurant
19.04.20,8022659,19139q9560x2242,683540m4206,Restaurant
06.04.20,1752518,32698g3383r6725,404809g1379,Restaurant
26.03.20,1014845,18003q3438d8652,725954x2359,Restaurant
09.04.20,5377697,88472u2768g4296,350767s4337,Restaurant
16.03.20,2850094,88286d6776m5444,189914l6064,Restaurant
04.04.20,3627644,21169i3524a8505,485196q7880,Restaurant
18.04.20,1202405,91882m5833t8818,885467j5102,Restaurant
18.04.20,7188525,99724o5754h6749,561473u7086,Restaurant
11.04.20,5011814,31569q7165v7624,740780z8574,Restaurant
17.03.20,7358473,68506e7859l5283,721705a8442,Restaurant
14.03.20,5027545,88317h4206w7395,414379v8013,Restaurant
20.03.20,8957986,56512e2388j2277,896159f9257,Restaurant
15.03.20,3450002,77604w6260y1120,776890z4226,Restaurant
10.04.20,2623873,83592a4766h9767,923496b1261,Restaurant
29.03.20,7992709,39777j3405k6484,414379v8013,Restaurant
31.03.20,6928604,62932y2340e9091,383217b8485,Restaurant
20.04.20,8940143,37005u7758e4616,552139h7706,Restaurant
20.03.20,3900146,35844n5403m9684,189914l6064,Restaurant
16.04.20,4575547,76372v7968a5496,192976e3251,Restaurant
09.04.20,9816337,28990c1737y8848,206443l7062,Restaurant
15.04.20,4548010,31404w8458o2912,143943f1641,Restaurant
02.04.20,1652035,99296h3462q6450,640922s3841,Restaurant
14.04.20,7054935,91789a7534n4728,683540m4206,Restaurant
11.04.20,3766741,50955o5728e2601,259816a5385,Restaurant
10.04.20,6480217,61267e5525k8195,192976e3251,Restaurant
01.04.20,4991801,67993a8277b5408,243604r1416,Restaurant
06.04.20,2671232,80403h8040i4957,232065e2125,Restaurant
17.04.20,5213910,47163s2220y1541,280572v9361,Restaurant
18.03.20,9034042,55037k6007e9798,509910z3297,Restaurant
10.04.20,7535054,17427c1609u7782,444203c5685,Restaurant
20.04.20,8994074,55446y2773v6965,231630t2321,Restaurant
26.03.20,4647106,94453i3343c9466,509910z3297,Restaurant
26.03.20,5938074,42302h1551k5995,238913y4112,Restaurant
10.04.20,3950605,94627g1410g7094,278992n1442,Restaurant
17.04.20,4943654,91511l4186n7143,748884p1997,Restaurant
10.04.20,5810048,30967h6043o4617,702471y9270,Restaurant
05.04.20,3682034,84565a3417w2597,192976e3251,Restaurant
01.04.20,3217912,58334t6325t4457,122915b3615,Restaurant
13.03.20,8775571,20013i8570w1855,254223s5133,Restaurant
16.04.20,3011521,14820g5189x6979,683540m4206,Restaurant
29.03.20,2515849,44157l8815f3921,509910z3297,Restaurant
23.03.20,5925870,17655d9895t2878,739171l8588,Restaurant
24.03.20,3938678,40672f5582f3966,561473u7086,Restaurant
07.04.20,8446998,59741v9976v7885,617395i6440,Restaurant
07.04.20,8861767,64456a6890o7238,591023u5184,Restaurant
18.04.20,7138598,58553b4836q3850,937226z4061,Restaurant
20.03.20,2780827,13948k3143z1477,948046x6207,Restaurant
04.04.20,3179418,92788f1041u2788,307983z2953,Restaurant
17.03.20,5711018,15920i6933u4876,591023u5184,Restaurant
12.03.20,5610196,29822b3274f3357,971791d9866,Restaurant
22.03.20,6788658,38974o7803w7738,231575j4455,Restaurant
15.03.20,9245836,45816f9459q5976,150326n8715,Restaurant
13.04.20,9332308,28989c5232m3122,984067m6036,Restaurant
20.03.20,7503458,51295i1935k2891,367972u6369,Restaurant
12.04.20,1367050,18994u1047h3026,485196q7880,Restaurant
01.04.20,7945243,86171c1921b6898,875725u6282,Restaurant
21.04.20,5193722,82318z7610j3336,456301j2063,Restaurant
13.04.20,9799487,35407a2071u8642,848485b4824,Restaurant
15.03.20,6427824,97157w5069f4528,728206q8426,Restaurant
22.03.20,4861001,49952d2773u8058,142695y9260,Restaurant
17.04.20,8190356,34405c1126x8656,971791d9866,Restaurant
26.03.20,4607010,14621z5642x2162,972108c7453,Restaurant
21.04.20,6580856,92181j2082u9975,129424c8270,Restaurant
04.04.20,3750764,90735d4981p4600,450559s5533,Restaurant
19.03.20,5942958,30943a6697g5726,254160u1961,Restaurant
14.04.20,1492140,61439z5787b1190,543857p1266,Restaurant
04.04.20,2934297,90565u5450r1643,174400s2993,Restaurant
20.03.20,7429662,42816h7700n1135,192976e3251,Restaurant
20.04.20,8857903,17978o6901y9293,863086r6712,Restaurant
01.04.20,7055831,87910z4316p2792,254223s5133,Restaurant
25.03.20,9929507,83040y9537z6556,518358c4270,Restaurant
13.03.20,8591718,75619e1645b4316,238913y4112,Restaurant
14.04.20,4487747,70221l4299o6852,164835q7890,Restaurant
03.04.20,5739101,98167w5637y5103,557726k9867,Restaurant
05.04.20,9997652,98470o2508u2745,802827b3279,Restaurant
18.03.20,5826116,24016y7070t7677,703975j9801,Restaurant
17.04.20,1354982,42545l8668k8744,258795n7027,Restaurant
16.03.20,9486319,48171e8359h7395,509910z3297,Restaurant
17.03.20,7113083,52253n3988a9832,802181g7135,Restaurant
03.04.20,7641813,43614e6342q1243,313222w9504,Restaurant
05.04.20,1841512,85075h8778o3888,840411x8287,Restaurant
20.03.20,9078682,97744q5722u9386,276937l2287,Restaurant
13.03.20,5067154,18816s8010v7860,190031r6061,Restaurant
17.03.20,3907509,52170t2192e9979,561473u7086,Restaurant
15.04.20,2841950,42188i1728f4518,243604r1416,Restaurant
29.03.20,7492381,14567v1585s3510,876157e8275,Restaurant
07.04.20,7791325,55101m9816p2493,414379v8013,Restaurant
14.03.20,4002631,42487u9019f3803,735824c6119,Restaurant
16.04.20,3642186,99582o6316i1953,887126u6437,Restaurant
27.03.20,8353639,61039d8064e7081,685481j6563,Restaurant
20.03.20,4376317,98881t9680o9345,876157e8275,Restaurant
08.04.20,3349175,57349b9149j9747,120772q9252,Restaurant
19.03.20,1443497,46355g3058v3283,711819r4036,Restaurant
06.04.20,6125102,75592p2598e9585,942053r6910,Restaurant
02.04.20,4618462,23513l2015d9429,685481j6563,Restaurant
07.04.20,6698297,32072c2795w4733,685481j6563,Restaurant
13.03.20,1070023,97130t6162h8043,802181g7135,Restaurant
15.04.20,9228172,11996g8493h8432,414379v8013,Restaurant
18.04.20,8820672,38821i6886v2232,150326n8715,Restaurant
18.03.20,4313800,12772u7784o2836,398873c9040,Restaurant
26.03.20,1519801,76591i5086t7843,367972u6369,Restaurant
26.03.20,9100725,28940p1685d6060,711819r4036,Restaurant
16.04.20,6180270,41080z8471f4165,690429k1728,Restaurant
21.04.20,5288916,73313c8862b8485,683949d5933,Restaurant
14.03.20,4316519,59968p1258h7125,726829n7478,Restaurant
08.04.20,1619108,47511q6570f9942,702471y9270,Restaurant
16.04.20,9087034,82344o1060g3766,259816a5385,Restaurant
09.04.20,5760674,61361u1275d7401,617525n8737,Restaurant
11.04.20,9486235,98249i7033f3464,659198c9314,Restaurant
05.04.20,1352836,77788t9747f3620,561473u7086,Restaurant
01.04.20,7264384,63795u5137n5568,576665t5401,Restaurant
14.04.20,1392416,63828e4860y3696,809999p9808,Restaurant
23.03.20,4803172,58222n7872k8804,418871c7128,Restaurant
19.03.20,9356835,99258g6739a5721,640922s3841,Restaurant
25.03.20,7420746,53838w4513j6955,828892z2626,Restaurant
18.04.20,9816472,92049j3385m9979,646949n9242,Restaurant
22.03.20,3959452,50551u8582x1651,190031r6061,Restaurant
12.03.20,6210379,25803n6390n5883,421971f1057,Restaurant
25.03.20,6316257,76384c5580w8125,731666j2698,Restaurant
23.03.20,5229173,14851m3843i2048,387302p9794,Restaurant
18.04.20,6543312,85572v6956k2258,383217b8485,Restaurant
31.03.20,5465708,22350g8057j3674,279504r2933,Restaurant
20.03.20,6023437,68105c4658q4981,691499c7748,Restaurant
17.03.20,7035752,77118p4560j5668,618549q5701,Restaurant
31.03.20,4361814,11914q4130e9802,249051n4053,Restaurant
15.04.20,7131877,65671d5716f7195,614249n6920,Restaurant
16.03.20,9266938,24942w8905o6040,418871c7128,Restaurant
16.04.20,7917390,58897p6580x6186,961434u2055,Restaurant
02.04.20,6404943,55135y5458e9835,515112x2214,Restaurant
17.03.20,5089223,38524o9956o9350,876157e8275,Restaurant
27.03.20,8632679,79102p4831p4968,420238c6426,Restaurant
26.03.20,3706643,84381i8197g6804,355454n1613,Restaurant
15.03.20,2869585,67480e5464l2090,189914l6064,Restaurant
28.03.20,1351306,17828j4955y9463,619889s1941,Restaurant
01.04.20,2774271,42167p7447f3787,153025a3685,Restaurant
15.04.20,7212414,74365p2990z6292,937226z4061,Restaurant
07.04.20,3007288,60283t5465f6304,164835q7890,Restaurant
31.03.20,3339715,51039k8279x4132,421971f1057,Restaurant
08.04.20,5844944,54115s2156v1574,876157e8275,Restaurant
14.03.20,8454237,72956x3773c8384,122915b3615,Restaurant
10.04.20,8120718,44505a8644b7747,495228o4888,Restaurant
16.03.20,1971848,93826f1289g9189,726829n7478,Restaurant
27.03.20,3792555,29509n5446p7508,809064x7474,Restaurant
18.04.20,5308366,63704j3151h2750,203256r5358,Restaurant
27.03.20,8717969,63439t3843q1327,118775p4438,Restaurant
17.04.20,6637489,61188r3583a9973,626081r6012,Restaurant
24.03.20,5784446,28763v5719u8655,735824c6119,Restaurant
12.04.20,4808171,47234h7536r5644,576665t5401,Restaurant
12.03.20,5629063,66443k9211q5933,787033h9873,Restaurant
16.04.20,7984649,74871y3409q4317,713226a7656,Restaurant
08.04.20,6046807,48952r4715j5181,238913y4112,Restaurant
29.03.20,2559604,86965c7239c9796,418871c7128,Restaurant
09.04.20,8450801,41272z6581n5018,941155p2895,Restaurant
13.04.20,4958167,11274i6783e3150,973315e5380,Restaurant
13.04.20,8038545,56558q9764d4274,348911r9088,Restaurant
02.04.20,4800007,41822f5719k7108,717520w3887,Restaurant
26.03.20,5400322,92406n6076q5281,855407s8164,Restaurant
21.03.20,2538741,95645x2980c6103,776890z4226,Restaurant
14.04.20,1328157,64208f8067l6792,606780k2011,Restaurant
14.03.20,5773708,28553l5437w2042,977497f1053,Restaurant
10.04.20,8876093,65354j5124i3406,274875z6921,Restaurant
12.04.20,6129058,84961r8366d9067,929750i1407,Restaurant
12.04.20,3966941,33182m6367h6344,842251i8697,Restaurant
10.04.20,4169463,22378q5240w7480,436250o2224,Restaurant
15.04.20,4556938,30091c8751p4593,619889s1941,Restaurant
31.03.20,2275276,44442g5776y3155,929750i1407,Restaurant
20.03.20,6861474,84618q4700o2586,150326n8715,Restaurant
31.03.20,4028207,94197v2326y8139,259816a5385,Restaurant
05.04.20,9144689,36071e1090c9624,895588o9276,Restaurant
06.04.20,3648188,64533i9182y9315,787619n3134,Restaurant
24.03.20,6522408,52167a9723m2915,274419v5438,Restaurant
03.04.20,2679930,13741f7673i2081,290611r7393,Restaurant
12.04.20,6826710,81988a5728z6369,243604r1416,Restaurant
06.04.20,3267985,82860q3505v3340,216498n4482,Restaurant
06.04.20,4298797,33631n2631f7356,791858i5563,Restaurant
18.03.20,8979738,37646o3863e5476,942053r6910,Restaurant
30.03.20,8465790,74520t7488c9916,829106k1215,Restaurant
10.04.20,7019063,78136t9746n8804,414379v8013,Restaurant
20.03.20,2412809,24686r5568s1554,302553d6496,Restaurant
30.03.20,2236232,62249x2287o7975,725392g2580,Restaurant
31.03.20,9362606,71007e9413k9168,374122b1210,Restaurant
08.04.20,2484760,77184g8884n4326,414099g1879,Restaurant
16.04.20,1239603,88248p2529r9889,619889s1941,Restaurant
08.04.20,2993301,27752y4986m1828,211062o9639,Restaurant
19.03.20,9383244,86342h2896f5638,606147q5649,Restaurant
05.04.20,4632555,92978f9083v6895,263717n5548,Restaurant
13.04.20,9881138,89999d7139z9722,788378u1174,Restaurant
28.03.20,9233434,42556o2821a6020,278992n1442,Restaurant
24.03.20,1116901,16598b1533m9821,346923x1686,Restaurant
